Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.81617516
20240922_112903.jpg,20240922_112907.jpg,0.781065
20240922_112903.jpg,20240922_112840.jpg,0.8239987
20240922_112903.jpg,20240922_112849.jpg,0.76193935
20240922_112903.jpg,20240922_112858.jpg,0.7988057
20240922_112903.jpg,20240922_112844.jpg,0.78989553
20240922_112903.jpg,20240922_112837.jpg,0.727402
20240922_112852.jpg,20240922_112907.jpg,0.9317167
20240922_112852.jpg,20240922_112840.jpg,0.94164264
20240922_112852.jpg,20240922_112849.jpg,0.8431425
20240922_112852.jpg,20240922_112858.jpg,0.9297112
20240922_112852.jpg,20240922_112844.jpg,0.85947204
20240922_112852.jpg,20240922_112837.jpg,0.8405902
20240922_112907.jpg,20240922_112840.jpg,0.8955506
20240922_112907.jpg,20240922_112849.jpg,0.78673184
20240922_112907.jpg,20240922_112858.jpg,0.96661556
20240922_112907.jpg,20240922_112844.jpg,0.7956057
20240922_112907.jpg,20240922_112837.jpg,0.77228975
20240922_112840.jpg,20240922_112849.jpg,0.8493907
20240922_112840.jpg,20240922_112858.jpg,0.909176
20240922_112840.jpg,20240922_112844.jpg,0.8787285
20240922_112840.jpg,20240922_112837.jpg,0.7951853
20240922_112849.jpg,20240922_112858.jpg,0.82134634
20240922_112849.jpg,20240922_112844.jpg,0.86242455
20240922_112849.jpg,20240922_112837.jpg,0.8616153
20240922_112858.jpg,20240922_112844.jpg,0.82219636
20240922_112858.jpg,20240922_112837.jpg,0.77758276
20240922_112844.jpg,20240922_112837.jpg,0.720991
