Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.9636376
20240922_112903.jpg,20240922_112907.jpg,0.9712466
20240922_112903.jpg,20240922_112840.jpg,0.9594344
20240922_112903.jpg,20240922_112849.jpg,0.97404945
20240922_112903.jpg,20240922_112858.jpg,0.9698556
20240922_112903.jpg,20240922_112844.jpg,0.98120123
20240922_112903.jpg,20240922_112837.jpg,0.96211326
20240922_112852.jpg,20240922_112907.jpg,0.9922884
20240922_112852.jpg,20240922_112840.jpg,0.9924381
20240922_112852.jpg,20240922_112849.jpg,0.9746069
20240922_112852.jpg,20240922_112858.jpg,0.9921214
20240922_112852.jpg,20240922_112844.jpg,0.9630119
20240922_112852.jpg,20240922_112837.jpg,0.96377814
20240922_112907.jpg,20240922_112840.jpg,0.9773544
20240922_112907.jpg,20240922_112849.jpg,0.965571
20240922_112907.jpg,20240922_112858.jpg,0.998954
20240922_112907.jpg,20240922_112844.jpg,0.9620754
20240922_112907.jpg,20240922_112837.jpg,0.94393915
20240922_112840.jpg,20240922_112849.jpg,0.9815797
20240922_112840.jpg,20240922_112858.jpg,0.97734153
20240922_112840.jpg,20240922_112844.jpg,0.9724201
20240922_112840.jpg,20240922_112837.jpg,0.9807618
20240922_112849.jpg,20240922_112858.jpg,0.96453726
20240922_112849.jpg,20240922_112844.jpg,0.98806566
20240922_112849.jpg,20240922_112837.jpg,0.99172634
20240922_112858.jpg,20240922_112844.jpg,0.96169096
20240922_112858.jpg,20240922_112837.jpg,0.9439769
20240922_112844.jpg,20240922_112837.jpg,0.9795761
