Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.89301133
20240922_112903.jpg,20240922_112907.jpg,0.9034487
20240922_112903.jpg,20240922_112840.jpg,0.89482
20240922_112903.jpg,20240922_112849.jpg,0.8606105
20240922_112903.jpg,20240922_112858.jpg,0.8989621
20240922_112903.jpg,20240922_112844.jpg,0.8847147
20240922_112903.jpg,20240922_112837.jpg,0.85006267
20240922_112852.jpg,20240922_112907.jpg,0.9648095
20240922_112852.jpg,20240922_112840.jpg,0.96839774
20240922_112852.jpg,20240922_112849.jpg,0.9150994
20240922_112852.jpg,20240922_112858.jpg,0.96463966
20240922_112852.jpg,20240922_112844.jpg,0.89601487
20240922_112852.jpg,20240922_112837.jpg,0.88799477
20240922_112907.jpg,20240922_112840.jpg,0.93458796
20240922_112907.jpg,20240922_112849.jpg,0.88774943
20240922_112907.jpg,20240922_112858.jpg,0.99047434
20240922_112907.jpg,20240922_112844.jpg,0.8814837
20240922_112907.jpg,20240922_112837.jpg,0.8332872
20240922_112840.jpg,20240922_112849.jpg,0.9230009
20240922_112840.jpg,20240922_112858.jpg,0.93296516
20240922_112840.jpg,20240922_112844.jpg,0.9200709
20240922_112840.jpg,20240922_112837.jpg,0.9247366
20240922_112849.jpg,20240922_112858.jpg,0.8871097
20240922_112849.jpg,20240922_112844.jpg,0.941913
20240922_112849.jpg,20240922_112837.jpg,0.9491472
20240922_112858.jpg,20240922_112844.jpg,0.87327737
20240922_112858.jpg,20240922_112837.jpg,0.8324814
20240922_112844.jpg,20240922_112837.jpg,0.9087608
