Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.9780851
20240922_112903.jpg,20240922_112907.jpg,0.983115
20240922_112903.jpg,20240922_112840.jpg,0.972752
20240922_112903.jpg,20240922_112849.jpg,0.97665936
20240922_112903.jpg,20240922_112858.jpg,0.9810376
20240922_112903.jpg,20240922_112844.jpg,0.9824359
20240922_112903.jpg,20240922_112837.jpg,0.9682147
20240922_112852.jpg,20240922_112907.jpg,0.9945627
20240922_112852.jpg,20240922_112840.jpg,0.9921438
20240922_112852.jpg,20240922_112849.jpg,0.9776462
20240922_112852.jpg,20240922_112858.jpg,0.9936334
20240922_112852.jpg,20240922_112844.jpg,0.9669576
20240922_112852.jpg,20240922_112837.jpg,0.9707031
20240922_112907.jpg,20240922_112840.jpg,0.9784055
20240922_112907.jpg,20240922_112849.jpg,0.9672371
20240922_112907.jpg,20240922_112858.jpg,0.99841183
20240922_112907.jpg,20240922_112844.jpg,0.962673
20240922_112907.jpg,20240922_112837.jpg,0.95266956
20240922_112840.jpg,20240922_112849.jpg,0.98513705
20240922_112840.jpg,20240922_112858.jpg,0.9792667
20240922_112840.jpg,20240922_112844.jpg,0.9783683
20240922_112840.jpg,20240922_112837.jpg,0.9871165
20240922_112849.jpg,20240922_112858.jpg,0.96532655
20240922_112849.jpg,20240922_112844.jpg,0.9881429
20240922_112849.jpg,20240922_112837.jpg,0.9944969
20240922_112858.jpg,20240922_112844.jpg,0.9645353
20240922_112858.jpg,20240922_112837.jpg,0.9523015
20240922_112844.jpg,20240922_112837.jpg,0.984699
