Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.9925617
20240922_112903.jpg,20240922_112907.jpg,0.9940313
20240922_112903.jpg,20240922_112840.jpg,0.9914547
20240922_112903.jpg,20240922_112849.jpg,0.99236065
20240922_112903.jpg,20240922_112858.jpg,0.9929737
20240922_112903.jpg,20240922_112844.jpg,0.9942106
20240922_112903.jpg,20240922_112837.jpg,0.98999804
20240922_112852.jpg,20240922_112907.jpg,0.99834955
20240922_112852.jpg,20240922_112840.jpg,0.99696326
20240922_112852.jpg,20240922_112849.jpg,0.9926195
20240922_112852.jpg,20240922_112858.jpg,0.997766
20240922_112852.jpg,20240922_112844.jpg,0.98816544
20240922_112852.jpg,20240922_112837.jpg,0.9901554
20240922_112907.jpg,20240922_112840.jpg,0.99271005
20240922_112907.jpg,20240922_112849.jpg,0.98946893
20240922_112907.jpg,20240922_112858.jpg,0.9995216
20240922_112907.jpg,20240922_112844.jpg,0.987524
20240922_112907.jpg,20240922_112837.jpg,0.9846794
20240922_112840.jpg,20240922_112849.jpg,0.99400306
20240922_112840.jpg,20240922_112858.jpg,0.99274
20240922_112840.jpg,20240922_112844.jpg,0.9916568
20240922_112840.jpg,20240922_112837.jpg,0.99516
20240922_112849.jpg,20240922_112858.jpg,0.988483
20240922_112849.jpg,20240922_112844.jpg,0.9948533
20240922_112849.jpg,20240922_112837.jpg,0.99806607
20240922_112858.jpg,20240922_112844.jpg,0.9882516
20240922_112858.jpg,20240922_112837.jpg,0.984197
20240922_112844.jpg,20240922_112837.jpg,0.9940998
