Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.99443823
20240922_112903.jpg,20240922_112907.jpg,0.9894837
20240922_112903.jpg,20240922_112840.jpg,0.9941585
20240922_112903.jpg,20240922_112849.jpg,0.9881247
20240922_112903.jpg,20240922_112858.jpg,0.97872055
20240922_112903.jpg,20240922_112844.jpg,0.98078465
20240922_112903.jpg,20240922_112837.jpg,0.9836707
20240922_112852.jpg,20240922_112907.jpg,0.9982085
20240922_112852.jpg,20240922_112840.jpg,0.99547184
20240922_112852.jpg,20240922_112849.jpg,0.9870962
20240922_112852.jpg,20240922_112858.jpg,0.9926159
20240922_112852.jpg,20240922_112844.jpg,0.990671
20240922_112852.jpg,20240922_112837.jpg,0.98189443
20240922_112907.jpg,20240922_112840.jpg,0.99173874
20240922_112907.jpg,20240922_112849.jpg,0.9789183
20240922_112907.jpg,20240922_112858.jpg,0.997228
20240922_112907.jpg,20240922_112844.jpg,0.9945343
20240922_112907.jpg,20240922_112837.jpg,0.97305185
20240922_112840.jpg,20240922_112849.jpg,0.99097264
20240922_112840.jpg,20240922_112858.jpg,0.98724484
20240922_112840.jpg,20240922_112844.jpg,0.98999
20240922_112840.jpg,20240922_112837.jpg,0.9900251
20240922_112849.jpg,20240922_112858.jpg,0.97132385
20240922_112849.jpg,20240922_112844.jpg,0.9753105
20240922_112849.jpg,20240922_112837.jpg,0.99751335
20240922_112858.jpg,20240922_112844.jpg,0.9973923
20240922_112858.jpg,20240922_112837.jpg,0.96768224
20240922_112844.jpg,20240922_112837.jpg,0.97353643
