Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.91931
20240922_112903.jpg,20240922_112907.jpg,0.93709224
20240922_112903.jpg,20240922_112840.jpg,0.910758
20240922_112903.jpg,20240922_112849.jpg,0.93717194
20240922_112903.jpg,20240922_112858.jpg,0.9338222
20240922_112903.jpg,20240922_112844.jpg,0.9519391
20240922_112903.jpg,20240922_112837.jpg,0.91445506
20240922_112852.jpg,20240922_112907.jpg,0.98190576
20240922_112852.jpg,20240922_112840.jpg,0.984601
20240922_112852.jpg,20240922_112849.jpg,0.9496685
20240922_112852.jpg,20240922_112858.jpg,0.98283154
20240922_112852.jpg,20240922_112844.jpg,0.92724377
20240922_112852.jpg,20240922_112837.jpg,0.93193376
20240922_112907.jpg,20240922_112840.jpg,0.9579303
20240922_112907.jpg,20240922_112849.jpg,0.9386428
20240922_112907.jpg,20240922_112858.jpg,0.9968275
20240922_112907.jpg,20240922_112844.jpg,0.93135816
20240922_112907.jpg,20240922_112837.jpg,0.90200734
20240922_112840.jpg,20240922_112849.jpg,0.95984536
20240922_112840.jpg,20240922_112858.jpg,0.9585123
20240922_112840.jpg,20240922_112844.jpg,0.94091386
20240922_112840.jpg,20240922_112837.jpg,0.96089196
20240922_112849.jpg,20240922_112858.jpg,0.938522
20240922_112849.jpg,20240922_112844.jpg,0.97678316
20240922_112849.jpg,20240922_112837.jpg,0.9801792
20240922_112858.jpg,20240922_112844.jpg,0.92867607
20240922_112858.jpg,20240922_112837.jpg,0.90399784
20240922_112844.jpg,20240922_112837.jpg,0.95627594
