Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.92655355
20240922_112903.jpg,20240922_112907.jpg,0.94823664
20240922_112903.jpg,20240922_112840.jpg,0.916767
20240922_112903.jpg,20240922_112849.jpg,0.95174
20240922_112903.jpg,20240922_112858.jpg,0.94398564
20240922_112903.jpg,20240922_112844.jpg,0.9665896
20240922_112903.jpg,20240922_112837.jpg,0.92927057
20240922_112852.jpg,20240922_112907.jpg,0.98592794
20240922_112852.jpg,20240922_112840.jpg,0.98774743
20240922_112852.jpg,20240922_112849.jpg,0.95482004
20240922_112852.jpg,20240922_112858.jpg,0.98552996
20240922_112852.jpg,20240922_112844.jpg,0.92803764
20240922_112852.jpg,20240922_112837.jpg,0.9379663
20240922_112907.jpg,20240922_112840.jpg,0.9637792
20240922_112907.jpg,20240922_112849.jpg,0.9477031
20240922_112907.jpg,20240922_112858.jpg,0.9979276
20240922_112907.jpg,20240922_112844.jpg,0.9363453
20240922_112907.jpg,20240922_112837.jpg,0.9129555
20240922_112840.jpg,20240922_112849.jpg,0.9636619
20240922_112840.jpg,20240922_112858.jpg,0.96221507
20240922_112840.jpg,20240922_112844.jpg,0.9388355
20240922_112840.jpg,20240922_112837.jpg,0.9641014
20240922_112849.jpg,20240922_112858.jpg,0.94484013
20240922_112849.jpg,20240922_112844.jpg,0.98151034
20240922_112849.jpg,20240922_112837.jpg,0.98427737
20240922_112858.jpg,20240922_112844.jpg,0.93263465
20240922_112858.jpg,20240922_112837.jpg,0.9101704
20240922_112844.jpg,20240922_112837.jpg,0.9631194
