Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.99593675
20240922_112903.jpg,20240922_112907.jpg,0.99321014
20240922_112903.jpg,20240922_112840.jpg,0.9964173
20240922_112903.jpg,20240922_112849.jpg,0.9914081
20240922_112903.jpg,20240922_112858.jpg,0.98887765
20240922_112903.jpg,20240922_112844.jpg,0.99179476
20240922_112903.jpg,20240922_112837.jpg,0.98762065
20240922_112852.jpg,20240922_112907.jpg,0.99883425
20240922_112852.jpg,20240922_112840.jpg,0.9965373
20240922_112852.jpg,20240922_112849.jpg,0.990098
20240922_112852.jpg,20240922_112858.jpg,0.99665934
20240922_112852.jpg,20240922_112844.jpg,0.99537086
20240922_112852.jpg,20240922_112837.jpg,0.9838984
20240922_112907.jpg,20240922_112840.jpg,0.9934453
20240922_112907.jpg,20240922_112849.jpg,0.9843945
20240922_112907.jpg,20240922_112858.jpg,0.9988992
20240922_112907.jpg,20240922_112844.jpg,0.99631405
20240922_112907.jpg,20240922_112837.jpg,0.9764182
20240922_112840.jpg,20240922_112849.jpg,0.992265
20240922_112840.jpg,20240922_112858.jpg,0.99185055
20240922_112840.jpg,20240922_112844.jpg,0.9945882
20240922_112840.jpg,20240922_112837.jpg,0.99051076
20240922_112849.jpg,20240922_112858.jpg,0.9804403
20240922_112849.jpg,20240922_112844.jpg,0.98572564
20240922_112849.jpg,20240922_112837.jpg,0.9978738
20240922_112858.jpg,20240922_112844.jpg,0.99708486
20240922_112858.jpg,20240922_112837.jpg,0.97309095
20240922_112844.jpg,20240922_112837.jpg,0.98076457
