Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.9799933
20240922_112903.jpg,20240922_112907.jpg,0.9854826
20240922_112903.jpg,20240922_112840.jpg,0.97760653
20240922_112903.jpg,20240922_112849.jpg,0.98529905
20240922_112903.jpg,20240922_112858.jpg,0.98426056
20240922_112903.jpg,20240922_112844.jpg,0.98976463
20240922_112903.jpg,20240922_112837.jpg,0.9791408
20240922_112852.jpg,20240922_112907.jpg,0.9960598
20240922_112852.jpg,20240922_112840.jpg,0.99530363
20240922_112852.jpg,20240922_112849.jpg,0.9836335
20240922_112852.jpg,20240922_112858.jpg,0.9958147
20240922_112852.jpg,20240922_112844.jpg,0.9736326
20240922_112852.jpg,20240922_112837.jpg,0.97956413
20240922_112907.jpg,20240922_112840.jpg,0.9862827
20240922_112907.jpg,20240922_112849.jpg,0.9789751
20240922_112907.jpg,20240922_112858.jpg,0.99908215
20240922_112907.jpg,20240922_112844.jpg,0.9735429
20240922_112907.jpg,20240922_112837.jpg,0.96923995
20240922_112840.jpg,20240922_112849.jpg,0.98868686
20240922_112840.jpg,20240922_112858.jpg,0.98699766
20240922_112840.jpg,20240922_112844.jpg,0.98077875
20240922_112840.jpg,20240922_112837.jpg,0.9901496
20240922_112849.jpg,20240922_112858.jpg,0.9780517
20240922_112849.jpg,20240922_112844.jpg,0.9926631
20240922_112849.jpg,20240922_112837.jpg,0.99625933
20240922_112858.jpg,20240922_112844.jpg,0.9744241
20240922_112858.jpg,20240922_112837.jpg,0.9692747
20240922_112844.jpg,20240922_112837.jpg,0.9892968
